Description,ASIN,Product Description,Manufacturer
" Care Instructions: Hand Wash Only  , Fit Type: regular  , COMFORT WITH QUALITY: This casual Bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Barracks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.  , Dimension:33 cms x25 cmsx 46 cms (LxWxh),47 liters; Number of Compartments:4 Laptop Compatibility: Up to 16 Inches Material:Polyester:Water Resistance Level:Waterproof  , PREMIUM FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 46 cm X 33 cm X 20cm.; BACK SUPPORT: Air Mash foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily. OTHER FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night. Age Range Description: Adult; Pattern Name: Self Design; Pocket Description: Utility Pocket; Water Resistance Level: Waterproof  , 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex  , SCHOOL BAG FOR BOYS GIRLS CLASS 5-12  ",B0BRT9Y4MR,"A Sporty Versatile School Laptop Collage Office Backpack From ROZEN Made Of Polyester. It Has a 3 opening Compartment & 2 For quick & easy access to essential While the mesh padding on the back panel will feel comfortable, even on a hot day. Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 25 Cm.", ROZEN
" Outer Material: Polyester, Color: Black;Water resistant<br>  , Capacity: 21 liters; Dimensions: 32 cms x 14 cms x 46 cms (LxWxH)<br>  , Number of compartments: 3; Laptop Compatibility: Yes, Laptop Size: 15 inches<br>  , Warranty type: Manufacturer; 1 year<br>  , Closure Type: Zipper; Age Range Description: Adult<br>  ",B0CJTZD21B,"One of the leading lifestyle brands, TOMMY HILFIGER delivers superior styling, quality and value to consumers worldwide. The brand celebrates the essence of classic American cool and provides a refreshing twist to classic, American fashion. The brand is inspired by an iconic American style that is colorful while being classic yet modern.","Tommy,Hilfiger"
" Care Instructions: Wipe with Dry Cloth  , SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers  , ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability  , 1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty  , WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.  , MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks  ",B0CJHX359B,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs", Impulse
None,None,None,None
" Set of heavy-duty plastic vacuum compression storage bags  , Compress bulky textiles, clothing, linens, and more at an 80% size reduction  , Protects items from moisture, dirt, insects, mold, odors, and more  , Hand pump included, or connect to any standard vacuum cleaner hose for faster results  , Heavy-duty valve and double seal zipper for air tight protection  , 5-pack of Large bags (80 x 60 cm)  ",B07RSCPH4N,None, amazon basics
" Convenient for clean-up and garbage disposal  , Multifunctional use; ideal for office, hotels, household use, parties, baby diapers, and clearing pet's litter  , Detachable tie-tape to tie up bag after use  , Dimensions - 43 cms x 48 cms; Size: Small  , Oxo-Biodegradable Garbage Bags for your home and kitchen  , Package Contents - 6 Rolls of Oxo-Biodegradable Garbage Bags; Quantity: 30 per roll; Colour: Black  ",B0821PKWBW,"Presto! Offers Oxo-Biodegradable Garbage Bags To Help You Maintain Cleanliness And Hygiene In Your House, Office And Surroundings. These Garbage Bags Make Clean-Up And Garbage Disposal A Hassle-Free Task While Being Easy On The Environment! Line Them Up In Your Bedroom Or Bathroom Dustbins Or Use Them To Segregate Dry And Wet Waste In The Kitchen. Effectively Clear Out Messy Trash Like Baby Diapers And Kitty Litter! Handy At Offices Or Hotels, TheyRe Useful For Getting Rid Of Leftover Party Plates And Garbage As Well. They Come With A Detachable Tie-Tape Which Lets You Neatly Tie Up The Bag, Making It Easier To Carry Out After Use. These Small-Sized Bags Easily Fit Any Small Dustbins. They Are Available In Black Colour In A Pack Of 6 Rolls, And Each Roll Contains 30 Bags For Your Convenience.", Presto!
" Bag on Roll with Detachable tie-tape to tie the Bag after use`  , Star sealed bottom provides extra strength and prevents any leakage  , Most convenient method of Garbage disposal to maintain Cleanliness and Hygiene  , Black color bags made of Virgin Raw Material. Also known as Trash Bag / Dustbin Bag  , Size:- 48 cm x 56 cm  ",B07KT9Q54M,None,SHALIMAR
" Innovative Design: This Laptop Case is made of soft puffy fabric inside which protect your device from scratches and also has 3D foam cushion around which insure 360 ̊ protection to your laptop.  , Slim Profile: The slim design of Laptop sleeve allows men, women, girl, boy, college student you to use as a standalone case.  , Carry only the essentials or place in your bag for added protection and computer is safe, easy to access, and glide smoothly.  , Laptop Sleeve Case Cover is made of 4 layer protective material like High elastic canvas fabric,water-resistance neoprene,Impact-resistance neoprene,soft fluffy fabric.  , COMPATIBLE for all the major brands of 13.3-Inches Laptops  ",B07Z1X6VFC,None,AirCase
" KEY FEATURES - Black Colour Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.  , Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide Power Bank with this Bag.  , Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the backside of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.  , Durable and Sturdy - Made from durable quality polymer fabric, this Fur Jaden backpack is sturdy and reliable. Flaunt this bag with style and enjoy life with this low maintenance bag which is also washable. This backpack is also suitable for school or college.  , Warranty - 1 Year Manufacturer Warranty Against Manufacturing Defects  ",B09PYXVKK2,"This durable and lightweight backpack from Fur Jaden can keep you sorted throughout the day while also being super stylish, thus making it the perfect modern and functional accessory for any user – male or female. This backpack can be the perfect complement to your bold and charismatic persona, while its multiple inner chambers can hold all your stuff with convenience. Fur Jaden backpacks are young, vibrant and fashionable accessories which are also a symbol of sophistication. This backpack is high on aesthetics as well as on utility and functionality. This unisex backpack from Fur Jaden comes in an anti-theft design which lets you carry your laptop anywhere with confidence. Keep your belongings secure as your score high on the style quotient with this functional backpack. One of the most striking features of this backpack is that it allows you to charge your phone while you are travelling. The charging dock which comes attached to the backpack allows you to connect your portable charger seamlessly for maximum convenience.The material of this backpack from Fur Jaden is water resistant, which keeps any worries about getting it wet in the rain or accidental splashes at bay. Your laptop and every other belonging will stay safe from water as long as you keep them inside your backpack. This backpack from Fur Jaden comes with substantial capacity to accommodate your laptop and other goods with ease. The large capacity of this backpack can store laptops up to a 15.6 inches without any hassle. Weighing in at only 0.7kg, this Fur Jaden backpack with anti-theft feature is a breeze to carry around. Most of the weight you will feel is that of the goods you carry inside, as the backpack does not impose much weight on the user. This multipurpose and water resistant backpack from Fur Jaden can take you from day to night, thanks to its multiple compartments. With 1 main compartment and 7 small, inner pockets, it lets you store all your belongings and keeps them sorted too. Pattern: Solid.","FUR,JADEN"
" Designed for laptops up to 16 inches | Slim and sleek with a capacity of 11.5L  , Premium black color exterior in PU leather material | Soft interior lining in grey color for easier visibility of items  , Dedicated laptop compartment, additional front pocket for accessories and smaller items  , Comfortable, padded back panel | Padded shoulder straps for optimal comfort and ergonomic support  , Quality metal zippers and pullers for main compartment and secondary front pocket  ",B09QCYXZ1H,"The Lenovo Value Lite 16-inch Backpack (India) offers a contemporary yet professional design and all the features you need at a value price. Composed of classic black PU leather material and quality metal hardware, this backpack's beautiful design aesthetic is not all it delivers. Along with the pure benefit of a hands-free bag, you will also enjoy the convenience of the most fundamental features such as ergonomic shoulder straps, front accessories zip pocket and larger main compartment with padded slot for laptops up to 16"".",Lenovo
